Title;ID;Frame;Pearson;ObjPear;Spearman;ObjSp;Overlap;K1;K2;M1;M2;Inters;I1;I2;ICQ;CCFmin;CCFmax;ChR;ChG;ThR;ThG;SiR;SiG;ROI;Ref;Treatment;Feeding;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.36;0.189;0.665;0.34;0.463;0.139;1.546;0.853;0.884;0.571;0.646;0.833;0.341;0.33;0.374;0;1;7.9231;1.5268;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.598;0.598;0.602;0.602;0.722;0.429;1.215;1;0.996;0.903;1;0.903;0.36;0.498;0.614;0;2;1.8951;0.0003;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.671;0.671;0.734;0.734;0.743;1.661;0.333;1;0.99;0.567;1;0.567;0.439;0.455;0.671;1;2;0.3429;0.0003;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.48;0.48;0.625;0.625;0.612;0.1;3.75;0.801;1;0.51;0.51;1;0.37;0.374;0.487;0;1;0.01425;0.48551;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.623;0.623;0.612;0.612;0.737;0.542;1.003;1;0.994;0.932;1;0.932;0.399;0.5;0.625;0;2;1.2899;0.00034;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.644;0.644;0.733;0.733;0.724;3.092;0.169;1;0.974;0.513;1;0.513;0.43;0.384;0.644;1;2;0.47941;0.00034;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.48;0.48;0.648;0.648;0.611;0.106;3.537;0.8;1;0.478;0.478;1;0.372;0.38;0.484;0;1;0.01784;0.52288;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.569;0.39;0.761;0.56;0.666;0.429;1.035;0.916;0.955;0.614;0.652;0.914;0.394;0.452;0.569;0;2;4.817;2.3496;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.68;0.68;0.746;0.746;0.753;2.628;0.216;1;0.984;0.519;1;0.519;0.436;0.397;0.68;1;2;0.44099;0.00031;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.367;0.234;0.68;0.474;0.441;0.135;1.441;0.872;0.918;0.534;0.604;0.822;0.383;0.345;0.369;0;1;6.1;1.0618;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.618;0.618;0.614;0.614;0.705;0.687;0.723;1;0.973;0.671;1;0.671;0.383;0.605;0.641;0;2;3.1007;0.00033;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.557;0.557;0.661;0.661;0.622;2.104;0.184;1;0.976;0.44;1;0.44;0.443;0.465;0.559;1;2;0.40231;0.00033;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.379;0.239;0.675;0.455;0.455;0.144;1.433;0.876;1;0.54;0.628;1;0.382;0.363;0.381;0;1;5.6475;1.2932;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.626;0.626;0.6;0.6;0.719;0.568;1;1;1;1;1;1;0.38;0.612;0;0;2;1.7507;0.00123;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.597;0.597;0.642;0.642;0.664;1.795;0;1;0.968;0.527;1;0.527;0.441;0.494;0.599;1;2;0.46985;0.00123;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.158;0.158;0.586;0.586;0.213;0.222;0.204;1;0.816;0.316;1;0.316;0.422;0.091;0.17;0;1;8.3865;0.00019;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.751;0.751;0.648;0.646;0.802;0.988;0.652;0.999;0.986;0.576;0.995;0.578;0.436;0.504;0.751;0;2;4.2427;0.00049;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.251;0.251;0.716;0.716;0.297;0.364;0.242;0.871;1;0.255;0.255;1;0.449;0.113;0.251;1;2;0.00019;3.5073;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.166;0.166;0.537;0.537;0.223;0.233;0.213;1;0.797;0.356;1;0.356;0.406;0.091;0.172;0;1;9.7343;0.00036;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.742;0.742;0.495;0.495;0.8;0.848;0.754;0.999;0.978;0.631;0.998;0.632;0.411;0.495;0.742;0;2;5.1464;0.00043;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.267;0.267;0.715;0.715;0.314;0.322;0.305;0.86;1;0.248;0.248;1;0.451;0.117;0.267;1;2;0.00036;4.5725;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.432;0.432;0.603;0.603;0.559;0.135;2.314;0.871;1;0.708;0.708;1;0.359;0.426;0.454;0;1;0.03011;0.1367;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.58;0.58;0.571;0.571;0.691;0.525;0.911;1;0.977;0.772;1;0.772;0.374;0.58;0.584;0;2;2.6528;0.00127;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.587;0.587;0.722;0.722;0.656;1.86;0.231;1;0.974;0.495;1;0.495;0.438;0.485;0.594;1;2;0.32895;0.00127;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.45;0.45;0.597;0.597;0.58;0.147;2.293;0.87;1;0.71;0.71;1;0.358;0.446;0.464;0;1;0.00761;0.20277;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.582;0.582;0.592;0.592;0.694;0.445;1.084;1;0.988;0.837;1;0.837;0.372;0.581;0.585;0;2;2.0276;0.00027;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.63;0.63;0.72;0.72;0.696;1.626;0.298;1;0.985;0.555;1;0.555;0.439;0.505;0.634;1;2;0.35439;0.00027;0;0;-;-;A488+A405;Phe-Az;;;;;;
A405+BODI Control;Blue/Green;0;0.318;0.226;0.62;0.446;0.364;0.11;1;0.863;1;0.474;0.725;1;0.379;0.26;0.319;0;1;38.749;12.047;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Red;0;0.834;0.832;0.659;0.65;0.868;0.617;1;0.996;1;0.598;0.973;1;0.451;0.649;0.845;0;2;16.833;0.0006;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Green/Red;0;0.292;0.185;0.626;0.34;0.34;0.837;0;1;1;0;1;1;0.387;0.239;0.293;1;2;11.941;14.058;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Green;0;0.326;0.233;0.621;0.453;0.373;0.115;1.211;0.873;0.876;0.474;0.73;0.575;0.379;0.265;0.327;0;1;37.413;12.481;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Red;0;0.839;0.838;0.655;0.651;0.873;0.552;1;1;1;1;1;1;0.45;0.655;0.85;0;2;15.948;0.00052;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Green/Red;0;0.311;0.205;0.631;0.383;0.36;0.777;0;1;1;0;1;1;0.388;0.25;0.312;1;2;12.302;11.802;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Green;0;0.29;0.177;0.813;0.601;0.335;0;1;1;1;0.7;1;1;0.41;0.207;0.29;0;1;25.989;2.9613;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Red;0;0.84;0.75;0.861;0.81;0.877;1;1;1;1;0.702;1;1;0.45;0.575;0.849;0;2;12.654;3.1056;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Green/Red;0;0.338;0.283;0.822;0.754;0.395;1;0;1;1;0.654;1;1;0.418;0.223;0.338;1;2;0.53434;1.2328;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Green;0;0.294;0.174;0.81;0.588;0.341;0.12;1;1;1;1;1;1;0.407;0.209;0.294;0;1;26.61;3.4149;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Red;0;0.847;0.767;0.857;0.821;0.882;0.509;2;1;1;1;1;1;0.452;0.581;0.856;0;2;11.001;2.3309;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Green/Red;0;0.357;0.343;0.779;0.782;0.423;0.792;0;1;1;0;0;1;0.414;0.235;0.357;1;2;0.31125;0.795;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Green;0;0.834;0.764;0.762;0.765;0.858;0.099;7;1;1;1;1;1;0.462;0.7;0.834;0;1;10.006;1.1838;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Red;0;0.818;0.818;0.605;0.605;0.846;0.455;2;1;1;0;1;0;0.453;0.685;0.827;0;2;5.0419;0.00056;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Green/Red;0;0.736;0.736;0.616;0.616;0.772;3.734;0;1;1;0;1;0;0.47;0.646;0.739;1;2;1.1188;0.00056;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Green;0;0.845;0.845;0.488;0.488;0.875;0.105;7;1;1;1;1;1;0.457;0.716;0.846;0;1;0.01068;0.48574;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Red;0;0.821;0.821;0.598;0.595;0.848;0.4;2;1;1;1;1;1;0.454;0.687;0.831;0;2;3.988;0.00049;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Green/Red;0;0.758;0.758;0.57;0.569;0.792;3.168;0;1;1;0;1;0;0.472;0.657;0.758;1;2;1.3287;0.00049;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Green;0;0.497;0.497;0.542;0.542;0.553;0;3.153;1;1;0.884;1;1;0.455;0.303;0.497;0;1;0.01139;0.35983;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Red;0;0.866;0.866;0.707;0.707;0.89;1;1.381;1;1;0.474;1;0.474;0.464;0.561;0.868;0;2;3.9097;0.00072;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Green/Red;0;0.444;0.335;0.797;0.749;0.488;2;0.139;1;1;0.634;1;0.822;0.468;0.289;0.444;1;2;1.3825;3.0178;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Green;0;0.512;0.512;0.547;0.547;0.58;0;3.377;1;1;1;1;1;0.456;0.316;0.512;0;1;0.01032;0.01074;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Red;0;0.871;0.871;0.708;0.706;0.895;0;1.691;1;1;0.505;1;0.507;0.463;0.567;0.873;0;2;3.256;0.00064;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Green/Red;0;0.466;0.361;0.793;0.761;0.51;2;0.17;1;1;0.623;1;0.836;0.471;0.302;0.466;1;2;1.3736;2.6103;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Green;0;0.457;0.457;0.488;0.488;0.574;0;2.878;1;1;1;1;1;0.372;0.4;0;0;1;0.00262;0.00057;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Red;0;0.758;0.476;0.898;0.549;0.803;1;1.265;1;1;0.823;1;0.882;0.452;0.71;0;0;2;47.522;5.9477;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Green/Red;0;0.411;0.409;0.771;0.771;0.49;1;0.204;1;1;0.406;1;0.406;0.393;0.41;0.442;1;2;2.1629;0.00076;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Green;0;0.472;0.472;0.513;0.513;0.589;0.115;3.028;1;1;1;1;1;0.376;0.413;0;0;1;0.00265;0.00057;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Red;0;0.768;0.481;0.902;0.546;0.812;0.418;1.579;0.971;0.982;0.831;0.913;0.902;0.453;0.72;0;0;2;46.981;5.9007;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Green/Red;0;0.442;0.442;0.775;0.775;0.523;1.072;0.255;1;0.974;0.43;1;0.43;0.399;0.441;0.476;1;2;1.8262;0.00067;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Green;0;0.857;0.728;0.859;0.755;0.889;0.105;7.518;0.969;0.978;0.726;0.806;0.879;0.46;0.638;0.859;0;1;27.949;2.6816;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Red;0;0.843;0.842;0.728;0.723;0.881;0.625;1.243;0.998;0.989;0.601;0.983;0.608;0.456;0.638;0.853;0;2;14.306;0.00092;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Green/Red;0;0.778;0.776;0.709;0.709;0.829;5.239;0.131;0.999;0.964;0.397;0.991;0.398;0.458;0.582;0.781;1;2;1.7032;0.00092;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Green;0;0.872;0.763;0.859;0.779;0.902;0.107;7.632;0.97;0.983;0.718;0.791;0.886;0.465;0.655;0.874;0;1;26.144;2.5082;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Red;0;0.852;0.852;0.735;0.735;0.888;0.516;1.529;1;0.991;0.629;1;0.629;0.458;0.646;0.862;0;2;13.324;0.00078;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Green/Red;0;0.807;0.807;0.717;0.717;0.852;4.408;0.165;1;0.969;0.397;1;0.397;0.465;0.603;0.811;1;2;1.6195;0.00078;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Green;0;0.426;0.166;0.628;0.222;0.497;0.076;3.264;0.902;0.676;0.501;0.818;0.564;0.361;0.315;0.428;0;1;63.958;9.9817;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Red;0;0.819;0.819;0.587;0.585;0.853;0.412;1.765;0.999;0.988;0.647;0.995;0.65;0.445;0.601;0.825;0;2;15.822;0.00051;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Green/Red;0;0.522;0.521;0.541;0.539;0.609;2.432;0.152;0.998;0.951;0.441;0.996;0.442;0.348;0.397;0.522;1;2;6.5929;0.00051;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Green;0;0.399;0.132;0.626;0.195;0.472;0.075;2.973;0.906;0.667;0.501;0.823;0.561;0.361;0.299;0.402;0;1;63.925;9.9746;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Red;0;0.811;0.762;0.753;0.781;0.843;0.349;2.039;0.913;0.995;0.496;0.511;0.944;0.448;0.592;0.821;0;2;20.448;2.1156;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Green/Red;0;0.521;0.521;0.576;0.576;0.609;2.001;0.186;1;0.947;0.446;1;0.446;0.348;0.397;0.521;1;2;6.435;0.00044;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Green;0;0.396;0.209;0.779;0.553;0.456;0.131;1.587;0.954;0.869;0.649;0.857;0.729;0.407;0.29;0.396;0;1;41.383;6.0654;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Red;0;0.842;0.767;0.851;0.831;0.875;0.597;1.281;0.967;0.997;0.675;0.707;0.937;0.456;0.654;0.849;0;2;14.574;3.0996;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Green/Red;0;0.455;0.455;0.776;0.776;0.537;1.584;0.182;1;0.972;0.382;1;0.382;0.391;0.336;0.455;1;2;2.0027;0.00086;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Green;0;0.392;0.205;0.782;0.567;0.452;0.137;1.488;0.955;0.869;0.651;0.861;0.727;0.409;0.289;0.392;0;1;41.7;6.2901;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Red;0;0.846;0.768;0.848;0.83;0.877;0.534;1.44;0.961;0.997;0.666;0.692;0.947;0.455;0.658;0.853;0;2;15.251;3.4213;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Green/Red;0;0.478;0.477;0.789;0.79;0.559;1.404;0.223;1;0.972;0.4;0.999;0.4;0.391;0.348;0.478;1;2;1.7151;0.00076;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Green;0;0.906;0.906;0.591;0.591;0.928;0.076;11.263;0.981;1;0.863;0.863;1;0.461;0.885;0.906;0;1;0.04859;0.20762;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Red;0;0.84;0.84;0.644;0.644;0.872;0.365;2.079;1;0.993;0.666;1;0.666;0.448;0.839;0.843;0;2;3.5143;0.00236;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Green/Red;0;0.854;0.854;0.68;0.68;0.881;4.613;0.168;1;0.979;0.342;1;0.342;0.477;0.845;0.857;1;2;0.85203;0.00236;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Green;0;0.908;0.908;0.604;0.604;0.929;0.077;11.219;0.972;1;0.732;0.732;1;0.462;0.89;0.908;0;1;0.02454;0.32652;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Red;0;0.847;0.847;0.649;0.649;0.877;0.299;2.574;1;0.998;0.698;1;0.698;0.448;0.847;0.849;0;2;2.1768;0.00049;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Green/Red;0;0.869;0.869;0.688;0.688;0.894;3.783;0.211;1;0.988;0.35;1;0.35;0.478;0.856;0.87;1;2;0.87252;0.00049;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Green;0;0.834;0.757;0.838;0.805;0.873;0.102;7.463;0.965;0.987;0.679;0.75;0.878;0.446;0.59;0.855;0;1;10.575;1.0638;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Red;0;0.823;0.746;0.883;0.83;0.864;0.476;1.567;0.979;0.997;0.746;0.783;0.94;0.44;0.582;0.842;0;2;9.5883;1.1195;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Green/Red;0;0.769;0.769;0.799;0.799;0.82;4.003;0.168;1;0.983;0.362;1;0.362;0.464;0.583;0.769;1;2;1.2631;0.00084;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Green;0;0.847;0.847;0.705;0.705;0.891;0.105;7.536;1;1;1;1;1;0.446;0.609;0.868;0;1;0.28441;0.00239;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Red;0;0.826;0.755;0.878;0.837;0.866;0.405;1.852;0.977;0.997;0.723;0.75;0.953;0.438;0.586;0.849;0;2;8.8725;0.96529;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Green/Red;0;0.788;0.786;0.797;0.802;0.834;3.364;0.207;1;0.985;0.378;0.997;0.378;0.467;0.592;0.788;1;2;1.2163;0.00077;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Green;0;0.467;0.248;0.786;0.574;0.516;0.128;2.082;0.94;0.9;0.652;0.811;0.77;0.429;0.401;0.495;0;1;30.348;3.8322;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Red;0;0.819;0.76;0.78;0.797;0.849;0.511;1.411;0.945;0.995;0.555;0.58;0.928;0.451;0.73;0.824;0;2;11.218;1.9227;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Green/Red;0;0.515;0.515;0.755;0.755;0.573;1.6;0.205;1;0.976;0.306;1;0.306;0.428;0.493;0.517;1;2;1.032;0.00063;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Green;0;0.459;0.238;0.777;0.553;0.508;0.13;1.985;0.94;0.882;0.644;0.816;0.753;0.425;0.397;0.486;0;1;28.848;3.9662;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Red;0;0.818;0.75;0.785;0.795;0.848;0.446;1.614;0.945;0.995;0.569;0.595;0.928;0.452;0.735;0.823;0;2;10.255;2.1746;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Green/Red;0;0.528;0.528;0.761;0.761;0.586;1.383;0.248;1;0.976;0.323;1;0.323;0.425;0.499;0.528;1;2;0.8978;0.00051;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Green;0;0.887;0.818;0.805;0.782;0.911;0.096;8.66;0.956;0.984;0.631;0.708;0.853;0.458;0.551;0.908;0;1;24.899;1.8267;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Red;0;0.826;0.783;0.783;0.791;0.864;0.445;1.675;0.939;0.997;0.544;0.566;0.934;0.456;0.488;0.853;0;2;16.849;1.5288;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Green/Red;0;0.864;0.862;0.686;0.683;0.893;4.533;0.176;0.998;0.983;0.416;0.976;0.42;0.479;0.563;0.865;1;2;1.1228;0.00067;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Green;0;0.887;0.824;0.8;0.787;0.911;0.095;8.727;0.954;0.988;0.616;0.679;0.869;0.458;0.549;0.91;0;1;22.505;1.435;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Red;0;0.832;0.832;0.664;0.664;0.869;0.379;1.993;1;0.996;0.71;1;0.71;0.455;0.496;0.861;0;2;12.073;0.00063;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Green/Red;0;0.877;0.877;0.685;0.685;0.903;3.926;0.208;1;0.984;0.389;1;0.389;0.482;0.565;0.877;1;2;0.82688;0.00063;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Green;0;0.878;0.807;0.802;0.778;0.902;0.084;9.653;0.953;0.982;0.629;0.701;0.859;0.451;0.755;0.897;0;1;14.786;0.98425;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Red;0;0.79;0.727;0.8;0.803;0.829;0.443;1.551;0.955;0.997;0.578;0.603;0.934;0.449;0.68;0.816;0;2;10.129;1.1573;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Green/Red;0;0.842;0.841;0.735;0.738;0.871;5.164;0.147;0.997;0.984;0.323;0.989;0.324;0.473;0.726;0.844;1;2;0.7705;0.00065;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Green;0;0.881;0.803;0.812;0.776;0.905;0.085;9.646;0.954;0.98;0.648;0.725;0.859;0.45;0.755;0.899;0;1;17.462;1.1881;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Red;0;0.799;0.749;0.783;0.802;0.837;0.355;1.974;0.946;0.998;0.533;0.553;0.939;0.448;0.69;0.828;0;2;10.391;0.96428;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Green/Red;0;0.862;0.862;0.749;0.749;0.888;4.174;0.189;1;0.987;0.334;1;0.334;0.474;0.742;0.862;1;2;0.78797;0.00056;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Green;0;0.729;0.553;0.798;0.728;0.76;0.111;5.221;0.97;0.904;0.651;0.852;0.734;0.438;0.432;0.729;0;1;35.14;3.6855;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Red;0;0.853;0.819;0.76;0.807;0.876;0.425;1.804;0.945;0.997;0.511;0.531;0.932;0.466;0.499;0.86;0;2;11.006;1.2141;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Green/Red;0;0.709;0.707;0.705;0.707;0.751;2.733;0.206;0.999;0.976;0.329;0.995;0.33;0.421;0.396;0.712;1;2;1.0595;0.00049;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Green;0;0.737;0.564;0.8;0.734;0.768;0.112;5.277;0.971;0.906;0.653;0.856;0.733;0.438;0.442;0.737;0;1;32.69;3.7571;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Red;0;0.856;0.821;0.766;0.815;0.878;0.368;2.092;0.951;0.998;0.52;0.54;0.932;0.466;0.5;0.864;0;2;9.6397;1.1279;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Green/Red;0;0.727;0.726;0.702;0.703;0.767;2.394;0.246;1;0.975;0.345;0.998;0.345;0.421;0.403;0.73;1;2;1.1604;0.00044;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Green;0;0.912;0.885;0.78;0.796;0.931;0.084;10.275;0.963;0.991;0.585;0.661;0.835;0.467;0.615;0.912;0;1;15.288;0.70924;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Red;0;0.832;0.789;0.824;0.842;0.868;0.447;1.686;0.961;0.999;0.585;0.6;0.959;0.466;0.522;0.84;0;2;12.542;1.0559;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Green/Red;0;0.837;0.837;0.73;0.731;0.87;5.14;0.147;1;0.98;0.362;0.996;0.362;0.478;0.512;0.842;1;2;0.74108;0.0007;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Green;0;0.914;0.888;0.787;0.808;0.932;0.085;10.191;0.963;0.993;0.585;0.648;0.858;0.467;0.616;0.914;0;1;16.039;0.61024;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Red;0;0.853;0.852;0.754;0.756;0.883;4.243;0.184;1;0.985;0.358;0.997;0.359;0.479;0.514;0.857;1;2;0.63935;0.00061;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Green/Red;0;0.853;0.852;0.754;0.756;0.883;4.243;0.184;1;0.985;0.358;0.997;0.359;0.479;0.514;0.857;1;2;0.63935;0.00061;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Green;0;0.675;0.447;0.774;0.6;0.735;0.076;7.152;0.954;0.859;0.627;0.866;0.694;0.402;0.43;0.702;0;1;46.693;4.2716;0;0;-;-;A405+BODIPY;No Feed;;;;;;
A405+BODI Control;Blue/Red;0;0.831;0.771;0.831;0.818;0.867;0.536;1.404;0.956;0.997;0.628;0.65;0.949;0.446;0.543;0.864;0;2;14.318;2.1319;0;0;-;-;A405+BODIPY;No Feed;;;;;;
